Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
British Virgin Islands,VGB,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,CO2 emissions (kt),EN.ATM.CO2E.KT,,,3.667,3.667,7.334,7.334,11.001,3.667,14.668,18.335,18.335,22.002,22.002,25.669,25.669,25.669,25.669,29.336,29.336,29.336,29.336,44.004,36.67,40.337,40.337,47.671,55.005,62.339,66.006,66.006,66.006,66.006,69.673,73.34,80.674,84.341,95.342,99.009,102.676,102.676,102.676,106.343,113.677,121.011,124.678,132.012,143.013,150.347,161.348,165.015,172.349,176.016,176.016,176.016,179.683,,,,,
British Virgin Islands,VGB,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,12.5746,10.8639,11.7522,11.9621,12.188,12.4187,12.6125,12.8923,13.117,13.399,13.7428,14.0455,14.9611,15.5718,16.0664,16.8068,17.7138,11.0812,14.7773,14.989,15.1515,15.4049,15.6532,15.8505,16.0876,16.3201,16.5462,16.703,16.8946,17.0927,17.2775,17.4252,17.5834,17.739,17.8867,18.0281,18.1798,18.4005,18.6243,18.8496,19.0969,19.287869,19.478838,,,,,,,
British Virgin Islands,VGB,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,4.4981,3.954391,4.278651,4.374813,4.519707,4.637321,4.709148,4.797994,4.88994,4.970013,5.143799,5.48359,5.778431,6.083998,6.212493,6.354194,6.534087,4.253262,5.823071,5.829953,5.713393,5.820994,5.981171,5.872392,5.993726,5.99819,6.163978,6.136698,6.779824,6.789434,6.562266,6.51434,6.510558,6.663357,6.81008,6.765316,6.854627,7.029188,7.172594,7.309366,7.446107,7.52056807,7.59502914,,,,,,,
British Virgin Islands,VGB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2.16131611,2.129199276,2.247439026,2.173615921,2.016283861,2.220643131,2.081668502,2.320441908,2.033592351,1.963065746,1.315643456,27.10024249,28.80606138,40.10498699,32.5435583,17.78851441,10.69591696,,8.659733061,7.337749715,5.876018231,5.33202159,6.04519966,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,81702,85562,89481,93540,97812,102386,107274,112448,117898,123600,129529,135671,142022,148512,155072,161626,168181,174714,181205,187604,193879,200021,206065,212076,218175,224449,230915,237563,244404,251458,258721,266210,273892,281681,289454,297114,304622,311958,319144,326210,333165,340034,346782,353293,359433,365114,370263,374965,379421,383906,388646,393688,398989,404421,409769,414907,419800,424473,428962,
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,4.794782241,4.616277798,4.478505289,4.436284006,4.46581166,4.570271561,4.663632449,4.710458357,4.732895131,4.723070115,4.685424927,4.6328043,4.574913788,4.468378788,4.322376214,4.139549904,3.975575616,3.810957091,3.647863574,3.470437126,3.290089483,3.11881079,2.976929196,2.8753048,2.835279205,2.835101683,2.840116756,2.838317402,2.838974232,2.845338381,2.847428342,2.853520999,2.844839711,2.804135687,2.722116477,2.61195138,2.495576018,2.379689964,2.277384822,2.189893417,2.1096517,2.040774985,1.965072783,1.860140053,1.723004885,1.568184375,1.400393036,1.261912434,1.181371824,1.175132443,1.227117263,1.288981384,1.337513016,1.352256699,1.313717171,1.246081245,1.172400865,1.10699921,1.051993743,
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,114040245.7,132758395.4,139030445.6,160819286.6,161211289.7,179080099.3,197523179.2,270818555.8,433092003.6,1073577086,1168304306,1423061357,1732721161,1941600704,2803780006,4928824958,4366213850,4264252336,3844723142,3782523088,3523612563,2358592817,2754463438,2690717551,2985467979,3520551724,3701667053,4183548189,4105706152,4087337960,4734020037,5115602837,5197332974,4051147228,4600000000,6001153306,5601090584,5843329108,6557333085,7872333215,9531402848,11470703002,12247694247,14393099069,10732366286,13707370737,18525319978,19048495519,18093829923,17098342541,12930394938,11400854268,12128104859,13567351175,
Brunei Darussalam,BRN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12090,12460,13580,15160,15030,15090,15680,16210,16220,14420,14040,14680,16070,17140,17810,19990,23090,27580,30930,34150,32460,33300,35520,42370,45320,43140,38830,33160,29800,29660,
Brunei Darussalam,BRN,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381050512,,,,,,,,,,0.381050512,,,,,,,,,,0.381050512,,,,,,,,,
Brunei Darussalam,BRN,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51612947,,,,,,,,,,1.621041593,,,,,,,,,,1.609028467,,,,,,,,,
Brunei Darussalam,BRN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Urban population,SP.URB.TOTL,35459,38698,42119,45760,49665,53881,58431,63308,68520,74046,79887,86032,90519,94883,99310,103753,108216,112684,117144,121564,125922,130212,134455,138696,143009,147456,152048,156777,161656,166692,171889,177256,183721,190428,197193,203951,210670,217329,223943,230529,237094,243641,249843,255858,261646,267128,272251,277069,281728,286425,291333,296486,301859,307348,312785,318080,323204,328169,332999,
Brunei Darussalam,BRN,Urban population growth (annual %),SP.URB.GROW,9.061999174,8.741081965,8.471102618,8.291140178,8.18901126,8.147745147,8.106865978,8.016513256,7.911396998,7.756084824,7.592661446,7.410618391,5.084045335,4.708478021,4.560171728,4.376680344,4.211615543,4.045821135,3.881650612,3.703692582,3.522179458,3.350122378,3.206567914,3.105491711,3.062307766,3.062226085,3.066643428,3.062815301,3.064620723,3.067717749,3.070112145,3.074609568,3.582328718,3.585586786,3.490877421,3.369682433,3.241315922,3.111940627,2.997922078,2.898511278,2.8080019,2.72391434,2.513689021,2.37898825,2.236984202,2.073549917,1.899649063,1.754213774,1.667549382,1.653465532,1.699022104,1.753305696,1.796002115,1.802063516,1.753539746,1.678686991,1.598077934,1.524501679,1.461076738,
Brunei Darussalam,BRN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894117647,,,,,1.082352941,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909090923,0.909090923,0.909090923,0.909090923,0,0.877193025,,,,,,,,,,,,
Brunei Darussalam,BRN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.87,46.87211976,46.87211976,
Brunei Darussalam,BRN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,,,,,,,,,,,,,,,,,,,,,15.7,15.2,14.7,14.3,14,13.7,13.6,13.5,13.4,13.3,13.1,12.8,12.4,12,11.5,11.1,10.7,10.3,10.1,9.8,9.7,9.5,9.5,9.4,9.4,9.5,9.5,9.7,9.8,10,10.2,10.5,10.8,11.1,11.4,11.6,
Brunei Darussalam,BRN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,
Brunei Darussalam,BRN,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,1730.6,1852.7,1371.1,1323.5,1173.7,1392.2,1587.1,1586.8,1858.1,1962.1,1602.4,1617.5,2425.1,2904,2717.8,1964.7,1503.4,1591.7,2175.9,1379.7,1364.3,1482.5,1579.7,1557.1,1239.4,2135.9,1063,2168.5,2228.6,1550,1600,1233.3,2257.1,1670.2,1638.7,1651.9,1249.7,1070.7,526.3,650,729.2,729.4,792.8,819,872.8,809.1,725.5,700.8,514.7,580.1,922.7,977.2,966.4,1439.2,2146,1558.4,2554.2,,
Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Brunei Darussalam,BRN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.146,,,,,,,,,,0.3,,,,,,,,,,0.435,0.487,,,0.534,,,,,,,0.746,,,,,0.848,,,,1.0084,,1.1531,,1.2879,1.0679,1.0775,1.0483,1.4869,1.1595,1.4484,1.5431,1.4911,1.617,1.5035,1.7701,,,,
Brunei Darussalam,BRN,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8896,,6.1113,,5.3547,5.4929,5.32,5.108,5.1173,5.1225,7.4788,7.9645,8.2887,7.508,6.4853,6.6012,,,,
Brunei Darussalam,BRN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,47.76075082,-8.885033173,-1.395768465,0.066960368,0.193744821,0.072755017,-2.170672393,-0.189874752,0.235372803,0.012483148,-0.397052039,-0.254453867,0.145629281,0.094155024,0.021149904,0.10415447,-0.256508879,-0.00254133,0.017095811,0.334955862,0.198832471,0.135074277,0.167322084,0.194850769,0.144103572,12.31005697,12.77659781,13.501925,14.15031268,16.25801454,9.158360447,1.08362189,3.930498376,1.888281555,1.438021789,1.836754981,0.765769354,2.103544653,1.543688044,3.033690978,3.507036879,3.730949184,4.540545087,4.28679106,3.321314483,1.324701748,-1.320522338,3.858208317,3.770058954,
Brunei Darussalam,BRN,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,,,,,
Brunei Darussalam,BRN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
Brunei Darussalam,BRN,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,105.9497223,105.6216202,111.1549606,98.00518036,110.1504669,103.8211823,101.515892,100.5480118,89.52446747,90.8033371,80.804039,82.80808258,57.21237946,,123.6335907,,,,,98.54566193,99.71206665,98.21176147,101.0311127,99.27599335,,109.2025528,115.2373428,116.5926819,114.79095,121.65795,117.53295,119.99123,111.28146,107.35931,107.65468,107.42963,105.27432,101.90636,105.3539,110.977,107.07,106.1239,100.1175,102.1723,,107.4272,107.9787,
Brunei Darussalam,BRN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,0.935230017,0.928520024,0.935639977,0.942520022,0.944790006,0.950010002,0.968330026,0.987800002,0.994989991,1.001719952,0.989009976,1.000880003,1.005220056,1.006579995,1.00146997,,,,,,,0.998749971,1.014000058,1.016600013,1.004070044,,,,0.985050023,0.981339991,0.98215,0.97737,0.97305,0.97887,0.97267,0.97246,0.97813,0.98282,0.98777,0.99329,1.0011,0.99815,1.00955,1.01909,1.01017,1.01034,1.0142,1.01496,1.01621,
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.084318621,3.557198289,4.139057454,3.802640582,3.486596737,3.25920536,4.580588027,3.91327547,3.639069365,3.945881877,63.38667789,55.40867245,66.61545394,67.21055538,52.78028271,43.8108782,35.82379103,36.60409584,52.65601943,39.65983135,35.50131267,7.351563086,10.16114818,12.76073672,8.790379283,11.56715334,9.956949527,13.96949441,23.39099606,25.2430903,23.9391584,19.94596747,19.03843121,17.63975916,16.21590995,16.11873557,15.98629121,16.22160675,16.51128957,11.98314583,14.14342743,13.25380109,12.62579373,12.99511737,13.90557072,13.70929354,13.13240048,22.44413479,24.03617354,20.47909645,21.10681443,24.62749182,24.22676314,19.29518002,22.2291779,,,,,
Brunei Darussalam,BRN,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282656927,0.234934286,0.220235756,0.209221734,0.191614168,0.187125526,0.184954149,0.195066086,0.204263996,0.147039891,0.172337283,0.160424744,0.150046165,0.152894842,0.165614989,0.165217773,0.153736371,0.2656715,0.293592469,0.257647305,0.262013594,0.298504432,0.294909187,0.243246897,0.290772883,,,,,
Brunei Darussalam,BRN,CO2 emissions (kt),EN.ATM.CO2E.KT,333.697,304.361,370.367,355.699,341.031,333.697,491.378,440.04,429.039,487.711,8210.413,7517.35,9460.86,9981.574,8184.744,7080.977,6024.881,6395.248,9541.534,7440.343,6882.959,1470.467,2093.857,2706.246,1917.841,2596.236,2299.209,3318.635,5716.853,6347.577,6193.563,5309.816,5214.474,4968.785,4693.76,4789.102,4869.776,5060.46,5269.479,3909.022,4712.095,4506.743,4378.398,4591.084,4998.121,5005.455,4862.442,8415.765,9119.829,7862.048,8203.079,9695.548,9666.212,7803.376,9108.828,,,,,
Brunei Darussalam,BRN,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,1614.81,1276.48,1733.59,2611.12,2587.87,2867.56,3500.47,3972.31,4085.62,3857.07,4467.29,3603.46,3695.23,4407.76,3454.88,3261.48,3280.3,3649.84,3343.78,3127.02,3611.25,3695.32,4173.59,3855.17,3829.26,4191.14,3898.59,3914,7163.45,3964.27,3881.73,4047.02,4015.77,4266.33,4135.8,4570.73,4499.68,4333.04,4652.14,4429.97,4450.36,4494.8636,4539.3672,,,,,,,
Brunei Darussalam,BRN,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,,,,,,,,,,,439.89,291.0466,362.6132,513.6545,293.86822,287.71131,280.4632,423.46,507.6126,439.7598,522.474,452.7209,451.4561,837.3286,481.1944,407.6934,476.4142,636.3401,498.4924,344.0876,571.144,510.3189,747.4007,608.8214,536.3868,613.3598,465.4619,468.3387,2423.394,546.2913,394.7664,417.9234,411.5343,399.8783,370.5957,653.666,372.4464,351.6702,331.9821,334.0405,335.6587,339.015287,342.371874,,,,,,,
Brunei Darussalam,BRN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,7577.998268,4783.465353,6131.217647,9084.685664,5036.63252,5004.368611,4911.414636,7671.963654,9297.129662,8091.020208,9359.03542,8139.796791,8059.451459,15515.91682,8878.963243,7449.065801,9030.343984,12087.41064,9445.201508,6472.149587,10851.51222,9730.58578,14293.6309,11711.00302,10327.19455,11785.77585,8888.171916,8802.169285,3571.92305,423.2864091,538.3875526,589.2448036,669.7462709,442.968401,580.7592041,603.6346841,677.8544043,1065.961872,802.9623389,850.0863624,2046.651545,2195.924937,2807.609021,,,,,,,
Brunei Darussalam,BRN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,1306.535663,1235.379026,2319.334465,3829.421172,4580.704837,5804.395265,6040.626395,5443.470103,5469.760773,6961.486288,6496.942821,6780.035426,6958.198948,7793.587716,7940.516554,6778.455276,6759.625868,5461.899151,6164.214302,6674.711369,7335.265392,7666.050852,7175.617099,6479.08476,7562.770519,7425.412478,7488.520891,7289.03567,7271.033997,7157.132352,6492.724257,6221.159114,7090.248038,6389.813957,6074.568491,8511.574205,8606.765965,9337.042494,7925.914156,8337.49479,9837.44742,9599.377426,7522.255274,8673.088984,,,,,
Brunei Darussalam,BRN,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8103481,86.39868393,88.68054776,85.10859104,76.55965267,87.797669,85.9086593,90.05004766,90.17391085,89.21964777,87.20946528,78.58829498,73.9328623,83.42074351,76.10251944,73.20776063,99.64199081,101.8783949,114.0483261,99.71584574,103.4991321,119.2375445,116.8519533,94.83017271,113.4499486,,,,,
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7867374,7943118,8012946,8078145,8144340,8204168,8258057,8310226,8369603,8434172,8489574,8536395,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7024216,
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,0.952936538,0.958155881,0.875259034,0.810378324,0.81609405,0.731911035,0.654701202,0.629747481,0.711964743,0.768509669,0.654727362,0.549996514,0.465213742,0.520633441,0.667967361,0.482739308,0.433163461,0.51909888,0.111804755,0.135011573,0.402488745,0.333268825,0.295812783,0.249546601,0.23397231,-0.001473114,-0.026519755,0.147109293,0.112372424,-1.170038599,-1.803750479,-0.99042598,-1.073853191,-0.797665852,-0.339586079,-0.4453985,-0.51572988,-0.608797355,-0.667302701,-0.560648225,-0.493896417,-1.990632204,-2.17069878,-0.792113638,-0.754796951,-0.752977445,-0.759505916,-0.735282284,-0.701922745,-0.644281363,-0.658275447,-0.641228921,-0.579220596,-0.559647217,-0.568389264,-0.638069468,-0.701382098,-0.730443175,-0.733767859,
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,19839230769,19870000000,19342000000,16563666667,17594944444,17155421053,20249294118,28101000000,22555941176,21988444444,20632090909,10943548387,10350515464,10829710145,9697416974,18867559524,12184935357,11211546465,14942172234,13531969309,13153016531,14075616789,16276456428,20982685981,25957970922,29636617750,34130122491,44411476557,54409138498,51884481410,50610058210,57418414504,53903022339,55555171010,56814543481,50201314895,53240950226,58220973783,65132951116,
Bulgaria,BGR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,2360,2090,2010,1950,2190,2720,3110,2830,2250,1620,1430,1250,1240,1510,1540,1560,1530,1480,1650,1760,1950,2350,3030,3770,4270,4820,6100,6750,6980,7220,7420,7590,7730,7480,7580,7860,8860,
Bulgaria,BGR,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204312854,,,,,,,,,,0.204312854,,,,,,,,,,0.204312854,,,,,,,,,
Bulgaria,BGR,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682400481,,,,,,,,,,0.727737427,,,,,,,,,,0.735205043,,,,,,,,,
Bulgaria,BGR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,8.999966189,9.146999956,9.304468045,9.470800537,9.639897156,9.819581949,9.971110638,10.09860622,10.21958867,10.33564409,10.46517764,10.60745197,10.76104802,10.910261,11.04553711,11.20322101,11.36910138,11.52690715,11.73492449,11.94390626,12.12446828,12.31562918,12.51482345,12.72312455,12.93724505,13.1852888,13.31251658,13.28788648,13.26789695,13.41894511,13.65797807,13.78867465,13.93222659,13.98566129,13.93539787,13.90002007,13.87434104,13.8618813,13.85740166,13.83815652,13.80957463,13.9891514,14.45268255,14.73845409,14.99791366,15.26123871,15.49219302,15.71147641,15.95686708,16.19637628,16.44198124,16.68846301,16.92833233,17.13310801,17.30673768,17.49432397,17.69525109,17.90346932,18.11473337,
Bulgaria,BGR,Urban population,SP.URB.TOTL,2918796,3080500,3244762,3411401,3582451,3753817,3900528,4030377,4165384,4304295,4440047,4555020,4667082,4782137,4905140,5019834,5126058,5232150,5317153,5402887,5503013,5566106,5627272,5685942,5743706,5787617,5822722,5862424,5900092,5861908,5786939,5759256,5726692,5704408,5704237,5697800,5687307,5671407,5652100,5638810,5629167,5539603,5448708,5433321,5419782,5406009,5391557,5378166,5366322,5357245,5347166,5337678,5331472,5326274,5320503,5310996,5298039,5283539,5268724,
Bulgaria,BGR,Urban population growth (annual %),SP.URB.GROW,3.6687208,5.392071899,5.195008239,5.00810535,4.892414567,4.672598595,3.833873961,3.274799138,3.294854828,3.280489316,3.105160057,2.556495951,2.430411551,2.435348074,2.539611719,2.311323051,2.094007732,2.048534073,1.611572626,1.59954306,1.836232009,1.13999467,1.092907053,1.037203503,1.010783391,0.76159886,0.604721481,0.679531993,0.640477407,-0.649279615,-1.287166619,-0.479518197,-0.567024807,-0.389884232,-0.002997727,-0.112909661,-0.184328579,-0.279961453,-0.341007759,-0.235410718,-0.171157651,-1.603863629,-1.654432119,-0.282796715,-0.249495596,-0.254448057,-0.267690119,-0.248678762,-0.220466621,-0.169290725,-0.188314948,-0.177597399,-0.116335429,-0.097544085,-0.108408405,-0.178845947,-0.244263619,-0.274061375,-0.280793034,
Bulgaria,BGR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00855316,,,,,,,,,,
Bulgaria,BGR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,67.52380952,,,,,67.0952381,,,,,35.68571429,,,,,,,,,,31.37619048,,,,,29.53333333,,,,,27.21428571,,27.21428571,,,,,
Bulgaria,BGR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.483289523,,1.025641026,,1.426896013,,,1.781472684,,,1.975975915,,,,,,
Bulgaria,BGR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,5.5,1.7,1.2,1.2,2,2.2,2,1.7,1.5,,,,,
Bulgaria,BGR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.69,34.70358012,34.70358012,
Bulgaria,BGR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,,,,38.7,38,37.5,37.2,36.5,35.4,34,32.5,31.2,30.2,29.5,29.1,28.6,28,27.1,26,24.9,23.9,23,22.2,21.4,20.6,19.7,18.7,18.1,17.9,18,18.3,18.8,19.2,19.2,19.2,19.3,19.4,19.3,18.9,18.2,17.5,16.8,15.9,15.1,14.2,13.3,12.5,11.9,11.5,11.1,10.7,10.3,9.8,9.2,8.7,8.2,7.7,7.4,7.1,
Bulgaria,BGR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,
Bulgaria,BGR,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
